chromosome,start,end,name,strand,type,gene
chr1,629062,629433,ENSG00000225972.1,+,unprocessed_pseudogene,MTND1P23
chr1,629640,630683,ENSG00000225630.1,+,unprocessed_pseudogene,MTND2P28
chr1,630896,630958,ENSG00000276171.1,+,miRNA,AC114498.1
chr1,631074,632616,ENSG00000237973.1,+,unprocessed_pseudogene,RP5-857K21.6
chr1,632325,632413,ENSG00000278791.1,-,miRNA,MIR6723
chr1,632757,633438,ENSG00000229344.1,+,unprocessed_pseudogene,RP5-857K21.7
chr1,633535,633741,ENSG00000240409.1,+,unprocessed_pseudogene,MTATP8P1
chr1,633696,634376,ENSG00000248527.1,+,unprocessed_pseudogene,MTATP6P1
chr1,634376,634922,ENSG00000198744.5,+,unprocessed_pseudogene,RP5-857K21.11
chr1,674842,675265,ENSG00000268663.1,+,processed_pseudogene,WBP1LP6
chr1,685716,686654,ENSG00000273547.1,-,protein_coding,OR4F16
chr1,722092,724903,ENSG00000229376.3,+,processed_pseudogene,CICP3
chr1,726231,728147,ENSG00000224956.5,-,unprocessed_pseudogene,RP11-206L10.1
chr1,741813,750016,ENSG00000235373.1,-,lincRNA,RP11-206L10.3
chr1,758233,758336,ENSG00000223181.1,-,snRNA,RNU6-1199P
chr1,759032,764925,ENSG00000240618.1,-,lincRNA,RP11-206L10.5
chr1,760911,761989,ENSG00000229905.1,+,antisense,RP11-206L10.4
chr1,764857,778626,ENSG00000228327.2,-,lincRNA,RP11-206L10.2
chr1,778770,810060,ENSG00000237491.8,+,lincRNA,RP11-206L10.9
chr1,800879,817712,ENSG00000230092.7,-,transcribed_unprocessed_pseudogene,RP11-206L10.8
chr1,817371,819837,ENSG00000177757.2,+,lincRNA,FAM87B
chr1,825138,859446,ENSG00000228794.8,+,processed_transcript,LINC01128
chr1,826206,827522,ENSG00000225880.5,-,lincRNA,LINC00115
chr1,868071,876903,ENSG00000230368.2,-,lincRNA,FAM41C
chr1,873292,874349,ENSG00000234711.1,+,unprocessed_pseudogene,TUBB8P11
chr1,904834,915976,ENSG00000272438.1,+,lincRNA,RP11-54O7.16
chr1,911435,914948,ENSG00000230699.2,+,lincRNA,RP11-54O7.1
chr1,914171,914971,ENSG00000241180.1,+,lincRNA,RP11-54O7.2
chr1,916865,921016,ENSG00000223764.2,-,lincRNA,RP11-54O7.3
chr1,924880,944581,ENSG00000187634.10,+,protein_coding,SAMD11
chr1,944204,959309,ENSG00000188976.10,-,protein_coding,NOC2L
chr1,960587,965715,ENSG00000187961.13,+,protein_coding,KLHL17
chr1,965110,965166,ENSG00000277294.1,+,miRNA,AL645608.1
chr1,966497,975865,ENSG00000187583.10,+,protein_coding,PLEKHN1
chr1,975204,982093,ENSG00000187642.9,-,protein_coding,PERM1
chr1,995966,998051,ENSG00000272512.1,-,lincRNA,RP11-54O7.17
chr1,998962,1000172,ENSG00000188290.10,-,protein_coding,HES4
chr1,1001138,1014541,ENSG00000187608.8,+,protein_coding,ISG15
chr1,1008076,1008229,ENSG00000231702.2,-,processed_pseudogene,RP11-54O7.10
chr1,1011997,1013193,ENSG00000224969.1,-,antisense,RP11-54O7.11
chr1,1020123,1056118,ENSG00000188157.13,+,protein_coding,AGRN
chr1,1055033,1056116,ENSG00000242590.1,+,sense_intronic,RP11-54O7.14
chr1,1059734,1069355,ENSG00000217801.9,+,transcribed_unprocessed_pseudogene,RP11-465B22.3
chr1,1062208,1063288,ENSG00000273443.1,-,lincRNA,RP11-54O7.18
chr1,1070966,1074307,ENSG00000237330.2,-,protein_coding,RNF223
chr1,1081818,1116361,ENSG00000131591.17,-,protein_coding,C1orf159
chr1,1137017,1144056,ENSG00000223823.1,+,lincRNA,LINC01342
chr1,1167092,1167202,ENSG00000207730.2,+,miRNA,MIR200B
chr1,1167846,1167956,ENSG00000207607.2,+,miRNA,MIR200A
chr1,1169005,1169087,ENSG00000198976.1,+,miRNA,MIR429
chr1,1169357,1170343,ENSG00000272141.1,+,lincRNA,RP11-465B22.8
chr1,1173056,1179555,ENSG00000205231.1,-,antisense,TTLL10-AS1
chr1,1173884,1197935,ENSG00000162571.13,+,protein_coding,TTLL10
chr1,1203508,1206691,ENSG00000186891.13,-,protein_coding,TNFRSF18
chr1,1211326,1214138,ENSG00000186827.10,-,protein_coding,TNFRSF4
chr1,1216908,1232031,ENSG00000078808.16,-,protein_coding,SDF4
chr1,1232265,1235041,ENSG00000176022.4,+,protein_coding,B3GALT6
chr1,1242446,1246722,ENSG00000184163.3,-,protein_coding,FAM132A
chr1,1249777,1251334,ENSG00000260179.1,-,lincRNA,RP5-902P8.12
chr1,1253909,1273885,ENSG00000160087.20,-,protein_coding,UBE2J2
chr1,1275223,1280420,ENSG00000230415.1,+,lincRNA,RP5-902P8.10
chr1,1280436,1292029,ENSG00000162572.19,+,protein_coding,SCNN1D
chr1,1292376,1309609,ENSG00000131584.18,-,protein_coding,ACAP3
chr1,1296110,1296170,ENSG00000278073.1,-,miRNA,MIR6726
chr1,1308567,1311677,ENSG00000169972.11,+,protein_coding,PUSL1
chr1,1311585,1324691,ENSG00000127054.18,-,protein_coding,CPSF3L
chr1,1312502,1312566,ENSG00000274153.1,-,miRNA,MIR6727
chr1,1317581,1318689,ENSG00000240731.1,-,sense_intronic,RP5-890O3.9
chr1,1324756,1328897,ENSG00000224051.6,+,protein_coding,CPTP
chr1,1331314,1335306,ENSG00000169962.4,+,protein_coding,TAS1R3
chr1,1335276,1349350,ENSG00000107404.17,-,protein_coding,DVL1
chr1,1339650,1339708,ENSG00000275884.1,-,miRNA,MIR6808
chr1,1352689,1361777,ENSG00000162576.16,-,protein_coding,MXRA8
chr1,1373730,1375495,ENSG00000175756.13,-,protein_coding,AURKAIP1
chr1,1378666,1379032,ENSG00000223663.2,+,processed_pseudogene,RP5-890O3.3
chr1,1385711,1399328,ENSG00000221978.11,-,protein_coding,CCNL2
chr1,1399522,1402046,ENSG00000224870.6,+,processed_transcript,RP4-758J18.2
chr1,1401908,1407313,ENSG00000242485.5,-,protein_coding,MRPL20
chr1,1405460,1405752,ENSG00000264293.2,-,misc_RNA,RN7SL657P
chr1,1409096,1410618,ENSG00000272455.1,+,lincRNA,RP4-758J18.13
chr1,1418420,1421769,ENSG00000235098.8,-,protein_coding,ANKRD65
chr1,1420245,1422691,ENSG00000225905.1,+,antisense,RP4-758J18.7
chr1,1426128,1427787,ENSG00000205116.3,+,protein_coding,TMEM88B
chr1,1430539,1434573,ENSG00000225285.1,-,lincRNA,RP4-758J18.10
chr1,1434861,1442882,ENSG00000179403.11,+,protein_coding,VWA1
chr1,1449689,1470158,ENSG00000215915.9,+,protein_coding,ATAD3C
chr1,1471769,1497848,ENSG00000160072.19,+,protein_coding,ATAD3B
chr1,1512151,1534687,ENSG00000197785.13,+,protein_coding,ATAD3A
chr1,1535174,1540453,ENSG00000205090.8,-,protein_coding,TMEM240
chr1,1541673,1574869,ENSG00000160075.11,-,protein_coding,SSU72
chr1,1574975,1577075,ENSG00000215014.4,+,lincRNA,RP5-832C2.5
chr1,1579756,1580046,ENSG00000279244.1,+,protein_coding,AL645728.1
chr1,1583510,1583909,ENSG00000274481.1,-,processed_pseudogene,RP11-345P4.11
chr1,1589065,1589350,ENSG00000280747.1,-,misc_RNA,Metazoa_SRP
chr1,1598012,1600096,ENSG00000228594.3,-,protein_coding,C1orf233
chr1,1613758,1615795,ENSG00000272106.1,-,antisense,RP11-345P4.9
chr1,1615415,1630610,ENSG00000197530.12,+,protein_coding,MIB2
chr1,1632095,1701810,ENSG00000189409.12,+,protein_coding,MMP23B
chr1,1635227,1722818,ENSG00000248333.7,-,protein_coding,CDK11B
chr1,1659325,1662602,ENSG00000272004.1,+,antisense,RP11-345P4.10
chr1,1659529,1692728,ENSG00000189339.11,-,protein_coding,SLC35E2B
chr1,1671990,1673411,ENSG00000269737.1,+,antisense,RP11-345P4.7
chr1,1673275,1674397,ENSG00000269227.1,+,transcribed_processed_pseudogene,RP11-345P4.6
chr1,1699942,1701782,ENSG00000215914.4,+,unprocessed_pseudogene,MMP23A
chr1,1702730,1724324,ENSG00000008128.22,-,protein_coding,CDK11A
chr1,1702736,1737688,ENSG00000268575.1,-,processed_transcript,RP1-283E3.8
chr1,1724512,1737251,ENSG00000227775.3,+,transcribed_processed_pseudogene,RP1-283E3.4
chr1,1724838,1745992,ENSG00000215790.6,-,protein_coding,SLC35E2
chr1,1751232,1780457,ENSG00000008130.15,-,protein_coding,NADK
chr1,1785285,1891117,ENSG00000078369.17,-,protein_coding,GNB1
chr1,1891471,1892658,ENSG00000231050.1,+,antisense,RP1-140A9.1
chr1,1914827,1917296,ENSG00000169885.9,+,protein_coding,CALML6
chr1,1917590,1919273,ENSG00000178821.12,-,protein_coding,TMEM52
chr1,1921951,2003837,ENSG00000142609.17,-,protein_coding,CFAP74
chr1,2013213,2015530,ENSG00000233542.1,-,antisense,RP11-547D24.1
chr1,2019324,2030751,ENSG00000187730.7,+,protein_coding,GABRD
chr1,2049203,2050070,ENSG00000226969.1,-,antisense,RP11-547D24.3
chr1,2050470,2185395,ENSG00000067606.15,+,protein_coding,PRKCZ
chr1,2141084,2145279,ENSG00000271806.1,-,antisense,RP5-892K4.1
chr1,2181794,2184389,ENSG00000182873.5,-,antisense,RP11-181G12.2
chr1,2184461,2212720,ENSG00000162585.16,-,protein_coding,FAAP20
chr1,2212523,2220738,ENSG00000234396.3,+,lincRNA,RP11-181G12.4
chr1,2222427,2222500,ENSG00000277082.1,-,miRNA,AL590822.1
chr1,2228695,2310119,ENSG00000157933.9,+,protein_coding,SKI
chr1,2321253,2391707,ENSG00000116151.13,-,protein_coding,MORN1
chr1,2326201,2326693,ENSG00000272161.1,-,sense_intronic,RP4-713A8.1
chr1,2350414,2352820,ENSG00000269896.2,-,transcribed_processed_pseudogene,RP4-740C4.5
chr1,2363061,2363628,ENSG00000272420.1,-,sense_intronic,RP4-740C4.7
chr1,2391775,2405444,ENSG00000157916.18,+,protein_coding,RER1
chr1,2403964,2413797,ENSG00000157911.9,-,protein_coding,PEX10
chr1,2425980,2505530,ENSG00000149527.17,+,protein_coding,PLCH2
chr1,2492300,2493258,ENSG00000224387.1,-,antisense,RP3-395M20.2
chr1,2493437,2494479,ENSG00000229393.1,-,antisense,RP3-395M20.3
chr1,2508533,2526628,ENSG00000157881.13,-,protein_coding,PANK4
chr1,2528745,2530245,ENSG00000197921.5,-,protein_coding,HES5
chr1,2546465,2547460,ENSG00000272449.1,+,lincRNA,RP3-395M20.12
chr1,2549920,2557031,ENSG00000238164.6,-,antisense,RP3-395M20.8
chr1,2555639,2565382,ENSG00000157873.17,+,protein_coding,TNFRSF14
chr1,2566410,2569888,ENSG00000225931.3,+,TEC,RP3-395M20.7
chr1,2581560,2584533,ENSG00000228037.1,+,lincRNA,RP3-395M20.9
chr1,2586491,2591469,ENSG00000157870.14,+,protein_coding,FAM213B
chr1,2590639,2632990,ENSG00000142606.15,-,protein_coding,MMEL1
chr1,2632568,2636620,ENSG00000237058.1,+,antisense,RP13-436F16.1
chr1,2635976,2801721,ENSG00000215912.10,-,protein_coding,TTC34
chr1,2811850,2812692,ENSG00000233234.1,-,lincRNA,RP11-740P5.2
chr1,2814432,2814998,ENSG00000231630.1,-,lincRNA,RP11-740P5.3
chr1,3021483,3022903,ENSG00000169717.6,+,protein_coding,ACTRT2
chr1,3059615,3068437,ENSG00000177133.10,-,antisense,LINC00982
chr1,3069168,3438621,ENSG00000142611.16,+,protein_coding,PRDM16
chr1,3132927,3133709,ENSG00000226286.1,-,antisense,RP1-163G9.2
chr1,3205988,3208664,ENSG00000279839.1,+,TEC,RP11-193J6.1
chr1,3306636,3310096,ENSG00000272235.1,-,lincRNA,RP11-22L13.1
chr1,3454426,3481113,ENSG00000130762.14,+,protein_coding,ARHGEF16
chr1,3487246,3487627,ENSG00000272088.1,+,lincRNA,RP11-168F9.2
chr1,3489920,3611495,ENSG00000162591.15,-,protein_coding,MEGF6
chr1,3560695,3560790,ENSG00000207776.1,-,miRNA,MIR551A
chr1,3623190,3624743,ENSG00000238260.1,-,antisense,RP11-46F15.2
chr1,3625002,3630127,ENSG00000158109.14,+,protein_coding,TPRG1L
chr1,3630767,3652761,ENSG00000116213.15,-,protein_coding,WRAP73
chr1,3652520,3736201,ENSG00000078900.14,+,protein_coding,TP73
chr1,3658938,3668772,ENSG00000227589.1,-,antisense,RP5-1092A11.5
chr1,3712200,3714298,ENSG00000235131.1,-,antisense,RP5-1092A11.2
chr1,3735601,3747336,ENSG00000227372.10,-,antisense,TP73-AS1
chr1,3736943,3737103,ENSG00000276189.1,+,misc_RNA,TP73-AS1
chr1,3752398,3771645,ENSG00000162592.8,+,protein_coding,CCDC27
chr1,3772788,3775982,ENSG00000235169.7,+,protein_coding,SMIM1
chr1,3778558,3796504,ENSG00000130764.9,-,protein_coding,LRRC47
chr1,3782815,3783111,ENSG00000266075.2,+,misc_RNA,RN7SL574P
chr1,3785008,3785538,ENSG00000272153.1,+,antisense,RP1-286D6.5
chr1,3812081,3857214,ENSG00000116198.12,-,protein_coding,CEP104
chr1,3857267,3885429,ENSG00000169598.15,+,protein_coding,DFFB
chr1,3889125,3900293,ENSG00000198912.10,-,protein_coding,C1orf174
chr1,3900372,3917225,ENSG00000236423.5,+,lincRNA,LINC01134
chr1,3940613,3955262,ENSG00000233304.5,+,lincRNA,LINC01346
chr1,3947149,3948980,ENSG00000226374.1,-,lincRNA,RP13-614K11.2
chr1,4175528,4175899,ENSG00000229280.1,-,processed_pseudogene,EEF1DP6
chr1,4412051,4424687,ENSG00000235054.2,+,lincRNA,RP5-1166F10.1
chr1,4551735,4552145,ENSG00000227169.2,-,lincRNA,RP1-37J18.1
chr1,4571548,4583421,ENSG00000232596.1,+,lincRNA,RP1-37J18.2
chr1,4654732,4792534,ENSG00000196581.10,+,protein_coding,AJAP1
chr1,4892068,4892162,ENSG00000277731.1,-,miRNA,AL137795.1
chr1,5086459,5090899,ENSG00000231510.1,-,lincRNA,RP11-542C10.1
chr1,5492978,5494674,ENSG00000260972.1,+,lincRNA,RP1-58B11.1
chr1,5564071,5564143,ENSG00000264341.1,+,miRNA,MIR4417
chr1,5587368,5668295,ENSG00000236948.1,-,lincRNA,RP11-154H17.1
chr1,5815871,5815959,ENSG00000216045.2,-,miRNA,AL356693.1
chr1,5862672,5862741,ENSG00000264101.1,-,miRNA,MIR4689
chr1,5862811,5992473,ENSG00000131697.17,-,protein_coding,NPHP4
chr1,5893839,5893924,ENSG00000266687.1,-,miRNA,AL356261.1
chr1,5991466,6101193,ENSG00000069424.14,+,protein_coding,KCNAB2
chr1,6101793,6180123,ENSG00000116254.17,-,protein_coding,CHD5
chr1,6181269,6209389,ENSG00000116251.9,-,protein_coding,RPL22
chr1,6204840,6205780,ENSG00000226944.1,-,antisense,RP1-120G22.11
chr1,6205475,6221299,ENSG00000158286.12,+,protein_coding,RNF207
chr1,6221193,6235972,ENSG00000116237.15,-,protein_coding,ICMT
chr1,6236240,6239444,ENSG00000225077.2,+,lincRNA,LINC00337
chr1,6244192,6245578,ENSG00000173673.7,+,protein_coding,HES3
chr1,6247346,6260975,ENSG00000158292.6,-,protein_coding,GPR153
chr1,6264269,6394391,ENSG00000097021.19,-,protein_coding,ACOT7
chr1,6393555,6394391,ENSG00000271746.1,+,antisense,RP1-202O8.3
chr1,6412418,6424670,ENSG00000069812.11,-,protein_coding,HES2
chr1,6424788,6461370,ENSG00000187017.14,+,protein_coding,ESPN
chr1,6429834,6429896,ENSG00000265392.1,-,miRNA,MIR4252
chr1,6443034,6447006,ENSG00000231868.1,-,antisense,RP1-202O8.2
chr1,6461151,6466195,ENSG00000215788.9,-,protein_coding,TNFRSF25
chr1,6466092,6520061,ENSG00000171680.20,-,protein_coding,PLEKHG5
chr1,6521347,6554535,ENSG00000162408.10,-,protein_coding,NOL9
chr1,6540854,6540964,ENSG00000253022.1,+,snRNA,RNU6-731P
chr1,6547905,6548619,ENSG00000229519.2,+,processed_pseudogene,RP11-58A11.2
chr1,6555181,6579757,ENSG00000173662.19,+,protein_coding,TAS1R1
chr1,6580001,6589280,ENSG00000204859.11,+,protein_coding,ZBTB48
chr1,6590724,6614607,ENSG00000162413.16,-,protein_coding,KLHL21
chr1,6613685,6624033,ENSG00000116273.5,+,protein_coding,PHF13
chr1,6624866,6635586,ENSG00000041988.15,+,protein_coding,THAP3
chr1,6634168,6701924,ENSG00000007923.15,-,protein_coding,DNAJC11
chr1,6724637,6730012,ENSG00000228750.5,+,lincRNA,RP11-242F24.1
chr1,6783892,6784843,ENSG00000237436.1,-,antisense,RP11-312B8.1
chr1,6785324,7769706,ENSG00000171735.18,+,protein_coding,CAMTA1
chr1,6834333,6834618,ENSG00000227950.1,-,processed_pseudogene,RP11-312B8.2
chr1,7008376,7014279,ENSG00000237365.1,-,antisense,RP11-334N17.1
chr1,7219360,7219524,ENSG00000207056.1,+,snRNA,RNU1-8P
chr1,7264193,7264277,ENSG00000280801.1,+,miRNA,Z98052.1
chr1,7368942,7370270,ENSG00000237402.1,+,sense_intronic,CAMTA1-IT1
chr1,7382487,7389754,ENSG00000237728.2,-,antisense,RP3-453P22.2
chr1,7441096,7441554,ENSG00000225126.1,-,antisense,RP4-549F15.1
chr1,7693124,7694844,ENSG00000270171.1,-,lincRNA,RP11-338N10.1
chr1,7698303,7698872,ENSG00000270035.1,-,lincRNA,RP11-338N10.2
chr1,7700704,7700970,ENSG00000269978.1,-,lincRNA,RP11-338N10.3
chr1,7771269,7781432,ENSG00000049245.12,+,protein_coding,VAMP3
chr1,7776383,7776775,ENSG00000269925.1,+,sense_intronic,RP3-467L1.6
chr1,7784320,7845177,ENSG00000049246.14,+,protein_coding,PER3
chr1,7810242,7827342,ENSG00000236266.1,-,antisense,RP3-467L1.4
chr1,7843083,7853512,ENSG00000049247.13,-,protein_coding,UTS2
chr1,7915894,7943165,ENSG00000049249.8,-,protein_coding,TNFRSF9
chr1,7942372,7942726,ENSG00000270330.1,+,processed_pseudogene,RP5-892F13.2
chr1,7954291,7985505,ENSG00000116288.12,+,protein_coding,PARK7
chr1,7982881,7982983,ENSG00000200344.1,-,misc_RNA,Y_RNA
chr1,8004404,8026308,ENSG00000116285.12,-,protein_coding,ERRFI1
chr1,8026738,8122702,ENSG00000238290.1,+,lincRNA,RP11-431K24.1
chr1,8057245,8058463,ENSG00000232848.1,-,processed_pseudogene,CTA-215D11.4
chr1,8189824,8192770,ENSG00000229305.1,+,processed_pseudogene,RP11-431K24.2
chr1,8206434,8206597,ENSG00000200975.1,-,snRNA,RNU1-7P
chr1,8208672,8215210,ENSG00000227634.1,+,lincRNA,RP11-431K24.3
chr1,8218190,8220529,ENSG00000233645.1,-,lincRNA,RP11-431K24.4
chr1,8292157,8292263,ENSG00000251977.1,-,snRNA,RNU6-991P
chr1,8317826,8344167,ENSG00000162426.14,+,protein_coding,SLC45A1
chr1,8328067,8328179,ENSG00000252254.1,+,misc_RNA,Y_RNA
chr1,8352397,8817643,ENSG00000142599.17,-,protein_coding,RERE
chr1,8424645,8434838,ENSG00000232912.5,+,antisense,RP5-1115A15.1
chr1,8511795,8511919,ENSG00000221083.1,-,snoRNA,SNORA77
chr1,8512653,8513021,ENSG00000270282.1,+,processed_pseudogene,RP5-1115A15.2
chr1,8512985,8513065,ENSG00000280851.1,-,miRNA,AL096855.1
chr1,8750430,8751087,ENSG00000234619.1,+,processed_pseudogene,RPL7P11
chr1,8786211,8786913,ENSG00000224315.2,-,processed_pseudogene,RPL7P7
chr1,8796571,8796673,ENSG00000222511.2,-,misc_RNA,Y_RNA
chr1,8798475,8799506,ENSG00000226545.1,+,unprocessed_pseudogene,RP4-633I8.3
chr1,8805860,8807051,ENSG00000228423.2,-,lincRNA,RP4-633I8.4
chr1,8831007,8831375,ENSG00000229716.2,+,processed_pseudogene,RPL23AP19
chr1,8861002,8879249,ENSG00000074800.13,-,protein_coding,ENO1
chr1,8862002,8862260,ENSG00000280816.1,+,misc_RNA,Metazoa_SRP
chr1,8866502,8866590,ENSG00000274258.1,-,miRNA,MIR6728
chr1,8875788,8878007,ENSG00000236269.1,-,sense_intronic,ENO1-IT1
chr1,8878835,8879894,ENSG00000230679.1,+,antisense,ENO1-AS1
chr1,8883427,8883533,ENSG00000201725.1,-,snRNA,RNU6-304P
chr1,8893409,8894151,ENSG00000238249.2,+,processed_pseudogene,HMGN2P17
chr1,8907393,8907744,ENSG00000232208.2,-,processed_pseudogene,RP3-477M7.5
chr1,8909742,8909904,ENSG00000232663.2,+,processed_pseudogene,RP3-477M7.6
chr1,8945867,8975092,ENSG00000131686.14,+,protein_coding,CA6
chr1,8979576,8979874,ENSG00000265141.2,-,misc_RNA,RN7SL451P
chr1,9003300,9026345,ENSG00000197241.3,-,protein_coding,SLC2A7
chr1,9035107,9088478,ENSG00000142583.17,-,protein_coding,SLC2A5
chr1,9082696,9082879,ENSG00000252404.1,+,scaRNA,SCARNA16
chr1,9082803,9082880,ENSG00000281506.1,+,miRNA,AL158048.1
chr1,9100305,9129170,ENSG00000180758.11,-,protein_coding,GPR157
chr1,9151668,9151777,ENSG00000207865.1,-,miRNA,MIR34A
chr1,9182007,9183750,ENSG00000228526.3,-,lincRNA,RP3-510D11.1
chr1,9182204,9192089,ENSG00000234546.2,+,lincRNA,RP3-510D11.2
chr1,9197143,9198906,ENSG00000281937.1,-,lincRNA,RP3-510D11.4
chr1,9202579,9202619,ENSG00000282129.1,-,lincRNA,RP3-510D11.1
chr1,9234775,9271337,ENSG00000049239.12,+,protein_coding,H6PD
chr1,9292880,9369532,ENSG00000171621.13,+,protein_coding,SPSB1
chr1,9437669,9437778,ENSG00000252956.1,-,rRNA,RNA5SP40
chr1,9501092,9503471,ENSG00000235263.1,-,lincRNA,RP13-392I16.1
chr1,9539482,9585179,ENSG00000171612.6,+,protein_coding,SLC25A33
chr1,9576427,9576985,ENSG00000231181.1,+,processed_pseudogene,RP13-15M17.1
chr1,9588922,9614873,ENSG00000188807.12,+,protein_coding,TMEM201
chr1,9651732,9729114,ENSG00000171608.15,+,protein_coding,PIK3CD
chr1,9652610,9654586,ENSG00000179840.5,-,antisense,PIK3CD-AS1
chr1,9660828,9662626,ENSG00000233268.3,-,processed_pseudogene,RP11-558F24.2
chr1,9672426,9687555,ENSG00000231789.2,-,antisense,PIK3CD-AS2
chr1,9729026,9824526,ENSG00000171603.16,-,protein_coding,CLSTN1
chr1,9780822,9781240,ENSG00000271264.1,+,processed_pseudogene,MZT1P1
chr1,9827610,9828258,ENSG00000280113.1,-,protein_coding,AL357140.1
chr1,9848276,9910336,ENSG00000178585.14,-,protein_coding,CTNNBIP1
chr1,9848318,9850154,ENSG00000223989.1,+,antisense,RP11-84A14.5
chr1,9922113,9943407,ENSG00000162441.11,-,protein_coding,LZIC
chr1,9942923,9949974,ENSG00000228150.1,+,sense_intronic,RP11-84A14.4
chr1,9943428,9985501,ENSG00000173614.13,+,protein_coding,NMNAT1
chr1,9947318,9947636,ENSG00000202415.1,+,misc_RNA,RN7SKP269
chr1,9967381,9967458,ENSG00000265521.1,+,miRNA,MIR5697
chr1,9983141,9984568,ENSG00000241326.1,+,sense_intronic,RP11-807G9.2
chr1,9997206,10016020,ENSG00000162444.11,+,protein_coding,RBP7
chr1,10032832,10181239,ENSG00000130939.18,+,protein_coding,UBE4B
chr1,10054445,10054781,ENSG00000224340.1,-,processed_pseudogene,RP11-496H15.2
chr1,10058671,10059648,ENSG00000233623.2,+,processed_pseudogene,PGAM1P11
chr1,10163268,10163374,ENSG00000201746.1,+,snRNA,RNU6-828P
chr1,10210805,10381603,ENSG00000054523.16,+,protein_coding,KIF1B
chr1,10227718,10227803,ENSG00000264881.1,+,miRNA,MIR1273D
chr1,10298966,10299072,ENSG00000199562.1,+,snRNA,RNU6-37P
chr1,10306465,10306757,ENSG00000264501.2,+,misc_RNA,RN7SL731P
chr1,10398592,10420144,ENSG00000142657.20,+,protein_coding,PGD
chr1,10429881,10430677,ENSG00000271989.1,-,antisense,RP4-736L20.3
chr1,10430102,10452153,ENSG00000251503.7,+,protein_coding,APITD1-CORT
chr1,10430443,10442809,ENSG00000175279.21,+,protein_coding,APITD1
chr1,10449719,10451902,ENSG00000241563.3,+,protein_coding,CORT
chr1,10456522,10472526,ENSG00000160049.11,-,protein_coding,DFFA
chr1,10458555,10459338,ENSG00000203469.2,+,antisense,RP5-1113E3.3
chr1,10472288,10630758,ENSG00000142655.12,+,protein_coding,PEX14
chr1,10616836,10617115,ENSG00000243267.3,+,misc_RNA,RN7SL614P
chr1,10636604,10796650,ENSG00000130940.14,-,protein_coding,CASZ1
chr1,10639241,10654333,ENSG00000272078.1,+,antisense,RP4-734G22.3
